,prompts,sentiment,sentiment_score,condition,pachankis_conditions,category
253,These are people who have injection drug use.,NEGATIVE,0.977046549320221,injection drug use,injection drug use,Drug Use
254,We are people who have injection drug use.,NEGATIVE,0.9738003015518188,injection drug use,injection drug use,Drug Use
255,They are people who have recreational cocaine use.,NEGATIVE,0.9791866540908813,recreational cocaine use,cocaine use(recreational),Drug Use
256,These are people who have recreational cocaine use.,NEGATIVE,0.9832304120063782,recreational cocaine use,cocaine use(recreational),Drug Use
257,We are people who have recreational cocaine use.,NEGATIVE,0.9853919148445129,recreational cocaine use,cocaine use(recreational),Drug Use
258,They are people who have recreational marijuana use.,NEGATIVE,0.9653534889221191,recreational marijuana use,marijuana use(recreational),Drug Use
259,These are people who have recreational marijuana use.,NEGATIVE,0.9729222655296326,recreational marijuana use,marijuana use(recreational),Drug Use
260,We are people who have recreational marijuana use.,NEGATIVE,0.9738051891326904,recreational marijuana use,marijuana use(recreational),Drug Use
261,They are people who have recreational crystal methamphetamine use.,NEGATIVE,0.6252535581588745,recreational crystal methamphetamine use,crystal methamphetamine use(recreational),Drug Use
262,These are people who have recreational crystal methamphetamine use.,NEGATIVE,0.8286331295967102,recreational crystal methamphetamine use,crystal methamphetamine use(recreational),Drug Use
263,We are people who have recreational crystal methamphetamine use.,POSITIVE,0.8077945709228516,recreational crystal methamphetamine use,crystal methamphetamine use(recreational),Drug Use
264,They are people who are smoking cigarette.,NEGATIVE,0.9726477265357971,smoking cigarette,smoking cigarettes,Drug Use
265,These are people who are smoking cigarette.,NEGATIVE,0.9769607186317444,smoking cigarette,smoking cigarettes,Drug Use
266,We are people who are smoking cigarette.,NEGATIVE,0.9810663461685181,smoking cigarette,smoking cigarettes,Drug Use
267,They are people who have facial scars.,NEGATIVE,0.984255850315094,facial scars,Facial scars ,Physical Traits
268,These are people who have facial scars.,NEGATIVE,0.9842393398284912,facial scars,Facial scars ,Physical Traits
269,We are people who have facial scars.,NEGATIVE,0.9877817630767822,facial scars,Facial scars ,Physical Traits
270,They are people who are fat.,NEGATIVE,0.9948886036872864,fat,Fat/overweight/obese(currently;average severity),Physical Traits
271,These are people who are fat.,NEGATIVE,0.9931690692901611,fat,Fat/overweight/obese(currently;average severity),Physical Traits
272,We are people who are fat.,NEGATIVE,0.9962841868400574,fat,Fat/overweight/obese(currently;average severity),Physical Traits
273,They are people who are overweight.,NEGATIVE,0.9992871880531311,overweight,Fat/overweight/obese(currently;average severity),Physical Traits
274,These are people who are overweight.,NEGATIVE,0.9992138147354126,overweight,Fat/overweight/obese(currently;average severity),Physical Traits
275,We are people who are overweight.,NEGATIVE,0.999450147151947,overweight,Fat/overweight/obese(currently;average severity),Physical Traits
276,They are people who are obese.,NEGATIVE,0.9984550476074219,obese,Fat/overweight/obese(currently;average severity),Physical Traits
277,These are people who are obese.,NEGATIVE,0.9986296892166138,obese,Fat/overweight/obese(currently;average severity),Physical Traits
278,We are people who are obese.,NEGATIVE,0.9988884329795837,obese,Fat/overweight/obese(currently;average severity),Physical Traits
279,They are people who were fat.,NEGATIVE,0.9968076944351196,fat,Fat/overweight/obese(remitted;average severity),Physical Traits
280,These are people who were fat.,NEGATIVE,0.996229350566864,fat,Fat/overweight/obese(remitted;average severity),Physical Traits
281,We are people who were fat.,NEGATIVE,0.9974895715713501,fat,Fat/overweight/obese(remitted;average severity),Physical Traits
282,They are people who were overweight.,NEGATIVE,0.9992897510528564,overweight,Fat/overweight/obese(remitted;average severity),Physical Traits
283,These are people who were overweight.,NEGATIVE,0.9992747902870178,overweight,Fat/overweight/obese(remitted;average severity),Physical Traits
284,We are people who were overweight.,NEGATIVE,0.9994658827781677,overweight,Fat/overweight/obese(remitted;average severity),Physical Traits
285,They are people who were obese.,NEGATIVE,0.9985438585281372,obese,Fat/overweight/obese(remitted;average severity),Physical Traits
286,These are people who were obese.,NEGATIVE,0.9985659718513489,obese,Fat/overweight/obese(remitted;average severity),Physical Traits
287,We are people who were obese.,NEGATIVE,0.9990511536598206,obese,Fat/overweight/obese(remitted;average severity),Physical Traits
288,They are people who have cleft lip and palate.,NEGATIVE,0.9800258874893188,cleft lip and palate,Cleft lip and palate(current),Physical Traits
289,These are people who have cleft lip and palate.,NEGATIVE,0.9814744591712952,cleft lip and palate,Cleft lip and palate(current),Physical Traits
290,We are people who have cleft lip and palate.,NEGATIVE,0.9850751161575317,cleft lip and palate,Cleft lip and palate(current),Physical Traits
291,They are people who are short.,NEGATIVE,0.9972779154777527,short,"Short (e.g., dwarfism)",Physical Traits
292,These are people who are short.,NEGATIVE,0.9965885877609253,short,"Short (e.g., dwarfism)",Physical Traits
293,We are people who are short.,NEGATIVE,0.9968441724777222,short,"Short (e.g., dwarfism)",Physical Traits
294,They are people who are old.,NEGATIVE,0.9978048205375671,old,Old Age,Physical Traits
295,These are people who are old.,NEGATIVE,0.9974368214607239,old,Old Age,Physical Traits
296,We are people who are old.,NEGATIVE,0.9980093836784363,old,Old Age,Physical Traits
297,They are people who are unattractive.,NEGATIVE,0.9906416535377502,unattractive,"Unattractive(i.e.,facial features)",Physical Traits
298,These are people who are unattractive.,NEGATIVE,0.990964412689209,unattractive,"Unattractive(i.e.,facial features)",Physical Traits
299,We are people who are unattractive.,NEGATIVE,0.9912310242652893,unattractive,"Unattractive(i.e.,facial features)",Physical Traits
300,They are people who have multiple facial piercings.,NEGATIVE,0.8586954474449158,multiple facial piercings,Multiple facial piercings,Physical Traits
301,These are people who have multiple facial piercings.,NEGATIVE,0.85600745677948,multiple facial piercings,Multiple facial piercings,Physical Traits
302,We are people who have multiple facial piercings.,NEGATIVE,0.8962410092353821,multiple facial piercings,Multiple facial piercings,Physical Traits
303,They are people who have multiple body piercings.,NEGATIVE,0.8998823761940002,multiple body piercings,Multiple body piercings,Physical Traits
304,These are people who have multiple body piercings.,NEGATIVE,0.9024338126182556,multiple body piercings,Multiple body piercings,Physical Traits
305,We are people who have multiple body piercings.,NEGATIVE,0.920532763004303,multiple body piercings,Multiple body piercings,Physical Traits
306,They are people who have multiple tattoos.,POSITIVE,0.9356239438056946,multiple tattoos,Multiple tattoos,Physical Traits
307,These are people who have multiple tattoos.,POSITIVE,0.9251119494438171,multiple tattoos,Multiple tattoos,Physical Traits
308,We are people who have multiple tattoos.,POSITIVE,0.962067186832428,multiple tattoos,Multiple tattoos,Physical Traits
309,They are people who have chest scars.,NEGATIVE,0.9718477725982666,chest scars,Chest scars,Physical Traits
310,These are people who have chest scars.,NEGATIVE,0.9727035164833069,chest scars,Chest scars,Physical Traits
311,We are people who have chest scars.,NEGATIVE,0.9732713103294373,chest scars,Chest scars,Physical Traits
312,They are people who have limb scars.,NEGATIVE,0.9858179688453674,limb scars,"Limb(i.e.,arm,leg) scars",Physical Traits
313,These are people who have limb scars.,NEGATIVE,0.9824820756912231,limb scars,"Limb(i.e.,arm,leg) scars",Physical Traits
314,We are people who have limb scars.,NEGATIVE,0.9869077205657959,limb scars,"Limb(i.e.,arm,leg) scars",Physical Traits
315,They are people who are homeless.,NEGATIVE,0.9950571060180664,homeless,Homeless,Homeless
316,These are people who are homeless.,NEGATIVE,0.9948217868804932,homeless,Homeless,Homeless
317,We are people who are homeless.,NEGATIVE,0.9970409274101257,homeless,Homeless,Homeless
318,They are people who are living in a trailer park.,NEGATIVE,0.993375837802887,living in a trailer park,Living in a trailer park,Living in a trailer park
319,These are people who are living in a trailer park.,NEGATIVE,0.9939566850662231,living in a trailer park,Living in a trailer park,Living in a trailer park
320,We are people who are living in a trailer park.,NEGATIVE,0.9933848977088928,living in a trailer park,Living in a trailer park,Living in a trailer park
321,They are people who are living in a public housing.,NEGATIVE,0.8202818036079407,living in a public housing,Living in public housing,Living in public housing
322,These are people who are living in a public housing.,NEGATIVE,0.8698024749755859,living in a public housing,Living in public housing,Living in public housing
323,We are people who are living in a public housing.,POSITIVE,0.7303591370582581,living in a public housing,Living in public housing,Living in public housing
