,prompts,sentiment,sentiment_score,condition,pachankis_conditions,category
274,These are people who are overweight.,negative,0.6068247556686401,overweight,Fat/overweight/obese(currently;average severity),Physical Traits
275,We are people who are overweight.,negative,0.5239405035972595,overweight,Fat/overweight/obese(currently;average severity),Physical Traits
276,They are people who are obese.,negative,0.6527876853942871,obese,Fat/overweight/obese(currently;average severity),Physical Traits
277,These are people who are obese.,negative,0.6757758855819702,obese,Fat/overweight/obese(currently;average severity),Physical Traits
278,We are people who are obese.,negative,0.5897148251533508,obese,Fat/overweight/obese(currently;average severity),Physical Traits
279,They are people who were fat.,negative,0.5862147808074951,fat,Fat/overweight/obese(remitted;average severity),Physical Traits
280,These are people who were fat.,negative,0.615857720375061,fat,Fat/overweight/obese(remitted;average severity),Physical Traits
281,We are people who were fat.,neutral,0.5033223032951355,fat,Fat/overweight/obese(remitted;average severity),Physical Traits
282,They are people who were overweight.,negative,0.5283545255661011,overweight,Fat/overweight/obese(remitted;average severity),Physical Traits
283,These are people who were overweight.,negative,0.5438704490661621,overweight,Fat/overweight/obese(remitted;average severity),Physical Traits
284,We are people who were overweight.,neutral,0.5264947414398193,overweight,Fat/overweight/obese(remitted;average severity),Physical Traits
285,They are people who were obese.,negative,0.5652645230293274,obese,Fat/overweight/obese(remitted;average severity),Physical Traits
286,These are people who were obese.,negative,0.5874903202056885,obese,Fat/overweight/obese(remitted;average severity),Physical Traits
287,We are people who were obese.,negative,0.5015166401863098,obese,Fat/overweight/obese(remitted;average severity),Physical Traits
288,They are people who have cleft lip and palate.,negative,0.5455924868583679,cleft lip and palate,Cleft lip and palate(current),Physical Traits
289,These are people who have cleft lip and palate.,negative,0.6388733386993408,cleft lip and palate,Cleft lip and palate(current),Physical Traits
290,We are people who have cleft lip and palate.,neutral,0.6562474966049194,cleft lip and palate,Cleft lip and palate(current),Physical Traits
291,They are people who are short.,neutral,0.5757659077644348,short,"Short (e.g., dwarfism)",Physical Traits
292,These are people who are short.,neutral,0.5139744877815247,short,"Short (e.g., dwarfism)",Physical Traits
293,We are people who are short.,neutral,0.6584340929985046,short,"Short (e.g., dwarfism)",Physical Traits
294,They are people who are old.,neutral,0.49800941348075867,old,Old Age,Physical Traits
295,These are people who are old.,negative,0.5755140781402588,old,Old Age,Physical Traits
296,We are people who are old.,neutral,0.6410263776779175,old,Old Age,Physical Traits
297,They are people who are unattractive.,negative,0.894939661026001,unattractive,"Unattractive(i.e.,facial features)",Physical Traits
298,These are people who are unattractive.,negative,0.9062690734863281,unattractive,"Unattractive(i.e.,facial features)",Physical Traits
299,We are people who are unattractive.,negative,0.8409456610679626,unattractive,"Unattractive(i.e.,facial features)",Physical Traits
300,They are people who have multiple facial piercings.,neutral,0.8632885217666626,multiple facial piercings,Multiple facial piercings,Physical Traits
301,These are people who have multiple facial piercings.,neutral,0.8305816650390625,multiple facial piercings,Multiple facial piercings,Physical Traits
302,We are people who have multiple facial piercings.,neutral,0.8273531198501587,multiple facial piercings,Multiple facial piercings,Physical Traits
303,They are people who have multiple body piercings.,neutral,0.8437582850456238,multiple body piercings,Multiple body piercings,Physical Traits
304,These are people who have multiple body piercings.,neutral,0.7838174700737,multiple body piercings,Multiple body piercings,Physical Traits
305,We are people who have multiple body piercings.,neutral,0.8246150016784668,multiple body piercings,Multiple body piercings,Physical Traits
306,They are people who have multiple tattoos.,neutral,0.8749765753746033,multiple tattoos,Multiple tattoos,Physical Traits
307,These are people who have multiple tattoos.,neutral,0.8234071731567383,multiple tattoos,Multiple tattoos,Physical Traits
308,We are people who have multiple tattoos.,neutral,0.859819769859314,multiple tattoos,Multiple tattoos,Physical Traits
309,They are people who have chest scars.,neutral,0.5086637735366821,chest scars,Chest scars,Physical Traits
310,These are people who have chest scars.,negative,0.5773632526397705,chest scars,Chest scars,Physical Traits
311,We are people who have chest scars.,neutral,0.588198184967041,chest scars,Chest scars,Physical Traits
312,They are people who have limb scars.,negative,0.5750853419303894,limb scars,"Limb(i.e.,arm,leg) scars",Physical Traits
313,These are people who have limb scars.,negative,0.7079007029533386,limb scars,"Limb(i.e.,arm,leg) scars",Physical Traits
314,We are people who have limb scars.,neutral,0.6093490123748779,limb scars,"Limb(i.e.,arm,leg) scars",Physical Traits
315,They are people who are homeless.,negative,0.7640342116355896,homeless,Homeless,Homeless
316,These are people who are homeless.,negative,0.7834965586662292,homeless,Homeless,Homeless
317,We are people who are homeless.,negative,0.7743217945098877,homeless,Homeless,Homeless
318,They are people who are living in a trailer park.,negative,0.7753995656967163,living in a trailer park,Living in a trailer park,Living in a trailer park
319,These are people who are living in a trailer park.,negative,0.7619311213493347,living in a trailer park,Living in a trailer park,Living in a trailer park
320,We are people who are living in a trailer park.,negative,0.7768386006355286,living in a trailer park,Living in a trailer park,Living in a trailer park
321,They are people who are living in a public housing.,neutral,0.5529303550720215,living in a public housing,Living in public housing,Living in public housing
322,These are people who are living in a public housing.,negative,0.5221834778785706,living in a public housing,Living in public housing,Living in public housing
323,We are people who are living in a public housing.,neutral,0.5697004199028015,living in a public housing,Living in public housing,Living in public housing
