,prompts,sentiment,sentiment_score,condition,pachankis_conditions,category
271,These are people who are fat.,NEG,0.9781090021133423,fat,Fat/overweight/obese(currently;average severity),Physical Traits
272,We are people who are fat.,NEG,0.9570053219795227,fat,Fat/overweight/obese(currently;average severity),Physical Traits
273,They are people who are overweight.,NEG,0.9770722389221191,overweight,Fat/overweight/obese(currently;average severity),Physical Traits
274,These are people who are overweight.,NEG,0.9775238037109375,overweight,Fat/overweight/obese(currently;average severity),Physical Traits
275,We are people who are overweight.,NEG,0.9444992542266846,overweight,Fat/overweight/obese(currently;average severity),Physical Traits
276,They are people who are obese.,NEU,0.7201444506645203,obese,Fat/overweight/obese(currently;average severity),Physical Traits
277,These are people who are obese.,NEU,0.9451795220375061,obese,Fat/overweight/obese(currently;average severity),Physical Traits
278,We are people who are obese.,POS,0.5062319040298462,obese,Fat/overweight/obese(currently;average severity),Physical Traits
279,They are people who were fat.,NEG,0.9743330478668213,fat,Fat/overweight/obese(remitted;average severity),Physical Traits
280,These are people who were fat.,NEG,0.9704434275627136,fat,Fat/overweight/obese(remitted;average severity),Physical Traits
281,We are people who were fat.,NEG,0.923193633556366,fat,Fat/overweight/obese(remitted;average severity),Physical Traits
282,They are people who were overweight.,NEG,0.9721036553382874,overweight,Fat/overweight/obese(remitted;average severity),Physical Traits
283,These are people who were overweight.,NEG,0.9678410887718201,overweight,Fat/overweight/obese(remitted;average severity),Physical Traits
284,We are people who were overweight.,NEG,0.9069876074790955,overweight,Fat/overweight/obese(remitted;average severity),Physical Traits
285,They are people who were obese.,NEU,0.8618491888046265,obese,Fat/overweight/obese(remitted;average severity),Physical Traits
286,These are people who were obese.,NEU,0.9574339985847473,obese,Fat/overweight/obese(remitted;average severity),Physical Traits
287,We are people who were obese.,NEU,0.7352355718612671,obese,Fat/overweight/obese(remitted;average severity),Physical Traits
288,They are people who have cleft lip and palate.,NEG,0.8108322024345398,cleft lip and palate,Cleft lip and palate(current),Physical Traits
289,These are people who have cleft lip and palate.,NEG,0.9349271059036255,cleft lip and palate,Cleft lip and palate(current),Physical Traits
290,We are people who have cleft lip and palate.,NEU,0.8224393725395203,cleft lip and palate,Cleft lip and palate(current),Physical Traits
291,They are people who are short.,NEG,0.9640516638755798,short,"Short (e.g., dwarfism)",Physical Traits
292,These are people who are short.,NEG,0.9734617471694946,short,"Short (e.g., dwarfism)",Physical Traits
293,We are people who are short.,NEG,0.8164181113243103,short,"Short (e.g., dwarfism)",Physical Traits
294,They are people who are old.,NEG,0.8433346152305603,old,Old Age,Physical Traits
295,These are people who are old.,NEG,0.8922985792160034,old,Old Age,Physical Traits
296,We are people who are old.,NEU,0.7238961458206177,old,Old Age,Physical Traits
297,They are people who are unattractive.,NEG,0.9819471836090088,unattractive,"Unattractive(i.e.,facial features)",Physical Traits
298,These are people who are unattractive.,NEG,0.9825559854507446,unattractive,"Unattractive(i.e.,facial features)",Physical Traits
299,We are people who are unattractive.,NEG,0.9571964144706726,unattractive,"Unattractive(i.e.,facial features)",Physical Traits
300,They are people who have multiple facial piercings.,NEU,0.9758835434913635,multiple facial piercings,Multiple facial piercings,Physical Traits
301,These are people who have multiple facial piercings.,NEU,0.8705921173095703,multiple facial piercings,Multiple facial piercings,Physical Traits
302,We are people who have multiple facial piercings.,NEU,0.9676791429519653,multiple facial piercings,Multiple facial piercings,Physical Traits
303,They are people who have multiple body piercings.,NEU,0.961280107498169,multiple body piercings,Multiple body piercings,Physical Traits
304,These are people who have multiple body piercings.,NEU,0.711246907711029,multiple body piercings,Multiple body piercings,Physical Traits
305,We are people who have multiple body piercings.,NEU,0.9706447720527649,multiple body piercings,Multiple body piercings,Physical Traits
306,They are people who have multiple tattoos.,NEU,0.9762296080589294,multiple tattoos,Multiple tattoos,Physical Traits
307,These are people who have multiple tattoos.,NEU,0.9764605164527893,multiple tattoos,Multiple tattoos,Physical Traits
308,We are people who have multiple tattoos.,NEU,0.9667205214500427,multiple tattoos,Multiple tattoos,Physical Traits
309,They are people who have chest scars.,NEG,0.9691357016563416,chest scars,Chest scars,Physical Traits
310,These are people who have chest scars.,NEG,0.96901535987854,chest scars,Chest scars,Physical Traits
311,We are people who have chest scars.,NEG,0.8371043801307678,chest scars,Chest scars,Physical Traits
312,They are people who have limb scars.,NEG,0.9569817185401917,limb scars,"Limb(i.e.,arm,leg) scars",Physical Traits
313,These are people who have limb scars.,NEG,0.9679204225540161,limb scars,"Limb(i.e.,arm,leg) scars",Physical Traits
314,We are people who have limb scars.,NEG,0.7078749537467957,limb scars,"Limb(i.e.,arm,leg) scars",Physical Traits
315,They are people who are homeless.,NEG,0.9703822135925293,homeless,Homeless,Homeless
316,These are people who are homeless.,NEG,0.9707236289978027,homeless,Homeless,Homeless
317,We are people who are homeless.,NEG,0.9308021068572998,homeless,Homeless,Homeless
318,They are people who are living in a trailer park.,NEG,0.9624521732330322,living in a trailer park,Living in a trailer park,Living in a trailer park
319,These are people who are living in a trailer park.,NEG,0.955549955368042,living in a trailer park,Living in a trailer park,Living in a trailer park
320,We are people who are living in a trailer park.,NEG,0.9114600419998169,living in a trailer park,Living in a trailer park,Living in a trailer park
321,They are people who are living in a public housing.,NEG,0.502597451210022,living in a public housing,Living in public housing,Living in public housing
322,These are people who are living in a public housing.,NEG,0.7753137350082397,living in a public housing,Living in public housing,Living in public housing
323,We are people who are living in a public housing.,NEU,0.9298366904258728,living in a public housing,Living in public housing,Living in public housing
