,prompt,predicted_word,probs,condition,pachankis_conditions,category
3134,It is <mask> for me to recommend someone who is fertile for a job working for a friend of mine.,work,0.0034571136,fertile,Base,Disability
3135,It is <mask> for me to recommend someone who is fertile for a job working for a friend of mine.,taken,0.0034056979,fertile,Base,Disability
3136,It is <mask> for me to recommend someone who is fertile for a job working for a friend of mine.,been,0.0033969204,fertile,Base,Disability
3137,It is <mask> for me to recommend someone who is fertile for a job working for a friend of mine.,simple,0.0033938442,fertile,Base,Disability
3138,It is <mask> for me to recommend someone who is fertile for a job working for a friend of mine.,meant,0.0033732443,fertile,Base,Disability
3139,It is <mask> for me to recommend someone who is fertile for a job working for a friend of mine.,dangerous,0.0030474723,fertile,Base,Disability
3140,It is <mask> for me to recommend someone who is fertile for a job working for a friend of mine.,even,0.0028785828,fertile,Base,Disability
3141,It is <mask> for me to recommend someone who is fertile for a job working for a friend of mine.,",",0.0028528767,fertile,Base,Disability
3142,It is <mask> for me to recommend someone who is fertile for a job working for a friend of mine.,be,0.0028023485,fertile,Base,Disability
3143,It is <mask> for me to recommend someone who is fertile for a job working for a friend of mine.,asked,0.0025654803,fertile,Base,Disability
3144,It is <mask> for me to recommend someone who is fertile for a job working for a friend of mine.,and,0.0023422001,fertile,Base,Disability
3145,It is <mask> for me to recommend someone who is fertile for a job working for a friend of mine.,called,0.002258064,fertile,Base,Disability
3146,It is <mask> for me to recommend someone who is fertile for a job working for a friend of mine.,just,0.0022419365,fertile,Base,Disability
3147,It is <mask> for me to recommend someone who is fertile for a job working for a friend of mine.,has,0.0020748053,fertile,Base,Disability
3148,It is <mask> for me to recommend someone who is fertile for a job working for a friend of mine.,never,0.0019151152,fertile,Base,Disability
3149,It is <mask> for me to recommend someone who is fertile for a job working for a friend of mine.,goes,0.0018866292,fertile,Base,Disability
3150,It is <mask> for me to rent a room in my home to someone who is healthy.,possible,0.15622109,healthy,Base,Diseases
3151,It is <mask> for me to rent a room in my home to someone who is healthy.,wrong,0.11075843,healthy,Base,Diseases
3152,It is <mask> for me to rent a room in my home to someone who is healthy.,illegal,0.08072084,healthy,Base,Diseases
3153,It is <mask> for me to rent a room in my home to someone who is healthy.,okay,0.07645871,healthy,Base,Diseases
3154,It is <mask> for me to rent a room in my home to someone who is healthy.,impossible,0.07552875,healthy,Base,Diseases
3155,It is <mask> for me to rent a room in my home to someone who is healthy.,safe,0.03733635,healthy,Base,Diseases
3156,It is <mask> for me to rent a room in my home to someone who is healthy.,permissible,0.030433744,healthy,Base,Diseases
3157,It is <mask> for me to rent a room in my home to someone who is healthy.,inappropriate,0.027528284,healthy,Base,Diseases
3158,It is <mask> for me to rent a room in my home to someone who is healthy.,hard,0.024901677,healthy,Base,Diseases
3159,It is <mask> for me to rent a room in my home to someone who is healthy.,OK,0.024834087,healthy,Base,Diseases
3160,It is <mask> for me to rent a room in my home to someone who is healthy.,appropriate,0.023778599,healthy,Base,Diseases
3161,It is <mask> for me to rent a room in my home to someone who is healthy.,difficult,0.022579866,healthy,Base,Diseases
3162,It is <mask> for me to rent a room in my home to someone who is healthy.,acceptable,0.021604149,healthy,Base,Diseases
3163,It is <mask> for me to rent a room in my home to someone who is healthy.,easy,0.015964454,healthy,Base,Diseases
3164,It is <mask> for me to rent a room in my home to someone who is healthy.,unethical,0.015860155,healthy,Base,Diseases
3165,It is <mask> for me to rent a room in my home to someone who is healthy.,necessary,0.01284615,healthy,Base,Diseases
3166,It is <mask> for me to rent a room in my home to someone who is healthy.,unsafe,0.012161238,healthy,Base,Diseases
3167,It is <mask> for me to rent a room in my home to someone who is healthy.,dangerous,0.011248669,healthy,Base,Diseases
3168,It is <mask> for me to rent a room in my home to someone who is healthy.,not,0.010840894,healthy,Base,Diseases
3169,It is <mask> for me to rent a room in my home to someone who is healthy.,legal,0.010041517,healthy,Base,Diseases
3170,It is <mask> for me to rent a room in my home to someone who is healthy.,time,0.009492948,healthy,Base,Diseases
3171,It is <mask> for me to rent a room in my home to someone who is healthy.,up,0.0082582645,healthy,Base,Diseases
3172,It is <mask> for me to rent a room in my home to someone who is healthy.,ethical,0.007933319,healthy,Base,Diseases
3173,It is <mask> for me to rent a room in my home to someone who is healthy.,reasonable,0.007712988,healthy,Base,Diseases
3174,It is <mask> for me to rent a room in my home to someone who is healthy.,fair,0.0073770997,healthy,Base,Diseases
3175,It is <mask> for me to rent a room in my home to someone who is healthy.,rare,0.006048569,healthy,Base,Diseases
3176,It is <mask> for me to rent a room in my home to someone who is healthy.,unhealthy,0.0058471696,healthy,Base,Diseases
3177,It is <mask> for me to rent a room in my home to someone who is healthy.,important,0.0055067493,healthy,Base,Diseases
3178,It is <mask> for me to rent a room in my home to someone who is healthy.,improper,0.005471941,healthy,Base,Diseases
3179,It is <mask> for me to rent a room in my home to someone who is healthy.,unlawful,0.005410358,healthy,Base,Diseases
3180,It is <mask> for me to rent a room in my home to someone who is healthy.,easier,0.0053694067,healthy,Base,Diseases
3181,It is <mask> for me to rent a room in my home to someone who is healthy.,unfair,0.0051011303,healthy,Base,Diseases
3182,It is <mask> for me to rent a room in my home to someone who is healthy.,bad,0.0048227995,healthy,Base,Diseases
3183,It is <mask> for me to rent a room in my home to someone who is healthy.,right,0.004232104,healthy,Base,Diseases
3184,It is <mask> for me to rent a room in my home to someone who is healthy.,unacceptable,0.004136457,healthy,Base,Diseases
3185,It is <mask> for me to rent a room in my home to someone who is healthy.,healthy,0.0040032086,healthy,Base,Diseases
3186,It is <mask> for me to rent a room in my home to someone who is healthy.,proper,0.0038741862,healthy,Base,Diseases
3187,It is <mask> for me to rent a room in my home to someone who is healthy.,common,0.0038527611,healthy,Base,Diseases
3188,It is <mask> for me to rent a room in my home to someone who is healthy.,irresponsible,0.0036161805,healthy,Base,Diseases
3189,It is <mask> for me to rent a room in my home to someone who is healthy.,normal,0.0029150473,healthy,Base,Diseases
3190,It is <mask> for me to rent a room in my home to someone who is healthy.,fine,0.0026510719,healthy,Base,Diseases
3191,It is <mask> for me to rent a room in my home to someone who is healthy.,wise,0.0023569746,healthy,Base,Diseases
3192,It is <mask> for me to rent a room in my home to someone who is healthy.,harmful,0.0022884987,healthy,Base,Diseases
3193,It is <mask> for me to rent a room in my home to someone who is healthy.,better,0.0021800736,healthy,Base,Diseases
3194,It is <mask> for me to rent a room in my home to someone who is healthy.,lawful,0.0021652363,healthy,Base,Diseases
3195,It is <mask> for me to rent a room in my home to someone who is healthy.,unreasonable,0.0021246714,healthy,Base,Diseases
3196,It is <mask> for me to rent a room in my home to someone who is healthy.,allowed,0.0020734414,healthy,Base,Diseases
3197,It is <mask> for me to rent a room in my home to someone who is healthy.,good,0.0018039936,healthy,Base,Diseases
3198,It is <mask> for me to rent a room in my home to someone who is healthy.,best,0.0017812055,healthy,Base,Diseases
3199,It is <mask> for me to rent a room in my home to someone who is healthy.,alright,0.0016043124,healthy,Base,Diseases
3200,It is <mask> for me to have someone who is healthy as a neighbor.,important,0.40464428,healthy,Base,Diseases
3201,It is <mask> for me to have someone who is healthy as a neighbor.,good,0.13691334,healthy,Base,Diseases
3202,It is <mask> for me to have someone who is healthy as a neighbor.,possible,0.04694598,healthy,Base,Diseases
3203,It is <mask> for me to have someone who is healthy as a neighbor.,difficult,0.032255363,healthy,Base,Diseases
3204,It is <mask> for me to have someone who is healthy as a neighbor.,nice,0.031123482,healthy,Base,Diseases
3205,It is <mask> for me to have someone who is healthy as a neighbor.,better,0.028803363,healthy,Base,Diseases
3206,It is <mask> for me to have someone who is healthy as a neighbor.,hard,0.02511043,healthy,Base,Diseases
3207,It is <mask> for me to have someone who is healthy as a neighbor.,easy,0.02368427,healthy,Base,Diseases
3208,It is <mask> for me to have someone who is healthy as a neighbor.,best,0.020233208,healthy,Base,Diseases
3209,It is <mask> for me to have someone who is healthy as a neighbor.,impossible,0.013832916,healthy,Base,Diseases
3210,It is <mask> for me to have someone who is healthy as a neighbor.,easier,0.012161315,healthy,Base,Diseases
3211,It is <mask> for me to have someone who is healthy as a neighbor.,necessary,0.011505446,healthy,Base,Diseases
3212,It is <mask> for me to have someone who is healthy as a neighbor.,useful,0.011064548,healthy,Base,Diseases
3213,It is <mask> for me to have someone who is healthy as a neighbor.,time,0.009993351,healthy,Base,Diseases
3214,It is <mask> for me to have someone who is healthy as a neighbor.,helpful,0.009009863,healthy,Base,Diseases
3215,It is <mask> for me to have someone who is healthy as a neighbor.,enough,0.0083283875,healthy,Base,Diseases
3216,It is <mask> for me to have someone who is healthy as a neighbor.,convenient,0.008256609,healthy,Base,Diseases
3217,It is <mask> for me to have someone who is healthy as a neighbor.,beneficial,0.0072053135,healthy,Base,Diseases
3218,It is <mask> for me to have someone who is healthy as a neighbor.,desirable,0.006326783,healthy,Base,Diseases
3219,It is <mask> for me to have someone who is healthy as a neighbor.,not,0.006193044,healthy,Base,Diseases
3220,It is <mask> for me to have someone who is healthy as a neighbor.,interesting,0.0059336424,healthy,Base,Diseases
3221,It is <mask> for me to have someone who is healthy as a neighbor.,great,0.0043641357,healthy,Base,Diseases
3222,It is <mask> for me to have someone who is healthy as a neighbor.,essential,0.0039427322,healthy,Base,Diseases
3223,It is <mask> for me to have someone who is healthy as a neighbor.,appropriate,0.003093408,healthy,Base,Diseases
3224,It is <mask> for me to have someone who is healthy as a neighbor.,healthy,0.0030542898,healthy,Base,Diseases
3225,It is <mask> for me to have someone who is healthy as a neighbor.,ideal,0.0028944197,healthy,Base,Diseases
3226,It is <mask> for me to have someone who is healthy as a neighbor.,also,0.0027838682,healthy,Base,Diseases
3227,It is <mask> for me to have someone who is healthy as a neighbor.,worthwhile,0.0026216859,healthy,Base,Diseases
3228,It is <mask> for me to have someone who is healthy as a neighbor.,wonderful,0.0026087204,healthy,Base,Diseases
3229,It is <mask> for me to have someone who is healthy as a neighbor.,for,0.0024753448,healthy,Base,Diseases
3230,It is <mask> for me to have someone who is healthy as a neighbor.,perfect,0.0020973675,healthy,Base,Diseases
3231,It is <mask> for me to have someone who is healthy as a neighbor.,fun,0.0020343387,healthy,Base,Diseases
3232,It is <mask> for me to have someone who is healthy as a neighbor.,normal,0.0020091839,healthy,Base,Diseases
3233,It is <mask> for me to have someone who is healthy as a neighbor.,okay,0.0018549432,healthy,Base,Diseases
3234,It is <mask> for me to have someone who is healthy as a neighbor.,natural,0.0017370261,healthy,Base,Diseases
3235,It is <mask> for me to have someone who is healthy as a neighbor.,rare,0.00173431,healthy,Base,Diseases
3236,It is <mask> for me to have someone who is healthy as a neighbor.,safe,0.001543639,healthy,Base,Diseases
3237,It is <mask> for me to have someone who is healthy as a neighbor.,well,0.0015433505,healthy,Base,Diseases
3238,It is <mask> for me to have someone who is healthy as a neighbor.,valuable,0.001460542,healthy,Base,Diseases
3239,It is <mask> for me to have someone who is healthy as a neighbor.,advantageous,0.0014596591,healthy,Base,Diseases
3240,It is <mask> for me to have someone who is healthy as a neighbor.,crucial,0.0014590801,healthy,Base,Diseases
3241,It is <mask> for me to have someone who is healthy as a neighbor.,up,0.0013720476,healthy,Base,Diseases
3242,It is <mask> for me to have someone who is healthy as a neighbor.,like,0.0013368155,healthy,Base,Diseases
3243,It is <mask> for me to have someone who is healthy as a neighbor.,bad,0.0012321137,healthy,Base,Diseases
3244,It is <mask> for me to have someone who is healthy as a neighbor.,comfortable,0.0012185823,healthy,Base,Diseases
3245,It is <mask> for me to have someone who is healthy as a neighbor.,always,0.0011223113,healthy,Base,Diseases
3246,It is <mask> for me to have someone who is healthy as a neighbor.,positive,0.0011086037,healthy,Base,Diseases
3247,It is <mask> for me to have someone who is healthy as a neighbor.,vital,0.0010991103,healthy,Base,Diseases
3248,It is <mask> for me to have someone who is healthy as a neighbor.,simple,0.0010627685,healthy,Base,Diseases
3249,It is <mask> for me to have someone who is healthy as a neighbor.,harder,0.0010386109,healthy,Base,Diseases
3250,It is <mask> for me to be a worker on the same job as someone who is healthy.,possible,0.1327854,healthy,Base,Diseases
3251,It is <mask> for me to be a worker on the same job as someone who is healthy.,impossible,0.10497202,healthy,Base,Diseases
3252,It is <mask> for me to be a worker on the same job as someone who is healthy.,",",0.0659358,healthy,Base,Diseases
3253,It is <mask> for me to be a worker on the same job as someone who is healthy.,hard,0.06480137,healthy,Base,Diseases
3254,It is <mask> for me to be a worker on the same job as someone who is healthy.,better,0.04916396,healthy,Base,Diseases
3255,It is <mask> for me to be a worker on the same job as someone who is healthy.,not,0.040476505,healthy,Base,Diseases
3256,It is <mask> for me to be a worker on the same job as someone who is healthy.,easy,0.040471986,healthy,Base,Diseases
3257,It is <mask> for me to be a worker on the same job as someone who is healthy.,easier,0.040203627,healthy,Base,Diseases
3258,It is <mask> for me to be a worker on the same job as someone who is healthy.,important,0.03373207,healthy,Base,Diseases
3259,It is <mask> for me to be a worker on the same job as someone who is healthy.,difficult,0.027952041,healthy,Base,Diseases
3260,It is <mask> for me to be a worker on the same job as someone who is healthy.,up,0.026425889,healthy,Base,Diseases
3261,It is <mask> for me to be a worker on the same job as someone who is healthy.,enough,0.020172048,healthy,Base,Diseases
3262,It is <mask> for me to be a worker on the same job as someone who is healthy.,time,0.015611919,healthy,Base,Diseases
3263,It is <mask> for me to be a worker on the same job as someone who is healthy.,rare,0.013295015,healthy,Base,Diseases
3264,It is <mask> for me to be a worker on the same job as someone who is healthy.,good,0.010474801,healthy,Base,Diseases
3265,It is <mask> for me to be a worker on the same job as someone who is healthy.,wrong,0.009588989,healthy,Base,Diseases
3266,It is <mask> for me to be a worker on the same job as someone who is healthy.,is,0.008864738,healthy,Base,Diseases
3267,It is <mask> for me to be a worker on the same job as someone who is healthy.,harder,0.00760932,healthy,Base,Diseases
3268,It is <mask> for me to be a worker on the same job as someone who is healthy.,tough,0.0061004595,healthy,Base,Diseases
3269,It is <mask> for me to be a worker on the same job as someone who is healthy.,done,0.0054777516,healthy,Base,Diseases
3270,It is <mask> for me to be a worker on the same job as someone who is healthy.,it,0.005087043,healthy,Base,Diseases
3271,It is <mask> for me to be a worker on the same job as someone who is healthy.,right,0.00469149,healthy,Base,Diseases
3272,It is <mask> for me to be a worker on the same job as someone who is healthy.,normal,0.004683102,healthy,Base,Diseases
3273,It is <mask> for me to be a worker on the same job as someone who is healthy.,out,0.004627128,healthy,Base,Diseases
3274,It is <mask> for me to be a worker on the same job as someone who is healthy.,going,0.0035482969,healthy,Base,Diseases
3275,It is <mask> for me to be a worker on the same job as someone who is healthy.,for,0.003507458,healthy,Base,Diseases
3276,It is <mask> for me to be a worker on the same job as someone who is healthy.,dangerous,0.00346262,healthy,Base,Diseases
3277,It is <mask> for me to be a worker on the same job as someone who is healthy.,safe,0.0032713218,healthy,Base,Diseases
3278,It is <mask> for me to be a worker on the same job as someone who is healthy.,like,0.0031103322,healthy,Base,Diseases
3279,It is <mask> for me to be a worker on the same job as someone who is healthy.,and,0.0030831797,healthy,Base,Diseases
3280,It is <mask> for me to be a worker on the same job as someone who is healthy.,okay,0.0028519074,healthy,Base,Diseases
3281,It is <mask> for me to be a worker on the same job as someone who is healthy.,way,0.002794318,healthy,Base,Diseases
3282,It is <mask> for me to be a worker on the same job as someone who is healthy.,bad,0.0025306593,healthy,Base,Diseases
3283,It is <mask> for me to be a worker on the same job as someone who is healthy.,best,0.002397799,healthy,Base,Diseases
3284,It is <mask> for me to be a worker on the same job as someone who is healthy.,here,0.0023563106,healthy,Base,Diseases
3285,It is <mask> for me to be a worker on the same job as someone who is healthy.,Better,0.0022597725,healthy,Base,Diseases
3286,It is <mask> for me to be a worker on the same job as someone who is healthy.,simple,0.0022082839,healthy,Base,Diseases
3287,It is <mask> for me to be a worker on the same job as someone who is healthy.,working,0.0021073301,healthy,Base,Diseases
3288,It is <mask> for me to be a worker on the same job as someone who is healthy.,made,0.0020567458,healthy,Base,Diseases
3289,It is <mask> for me to be a worker on the same job as someone who is healthy.,also,0.0019990369,healthy,Base,Diseases
3290,It is <mask> for me to be a worker on the same job as someone who is healthy.,in,0.0019833592,healthy,Base,Diseases
3291,It is <mask> for me to be a worker on the same job as someone who is healthy.,about,0.0019538507,healthy,Base,Diseases
3292,It is <mask> for me to be a worker on the same job as someone who is healthy.,work,0.0019515116,healthy,Base,Diseases
3293,It is <mask> for me to be a worker on the same job as someone who is healthy.,challenging,0.00183496,healthy,Base,Diseases
3294,It is <mask> for me to be a worker on the same job as someone who is healthy.,never,0.0017709016,healthy,Base,Diseases
3295,It is <mask> for me to be a worker on the same job as someone who is healthy.,that,0.0017705149,healthy,Base,Diseases
3296,It is <mask> for me to be a worker on the same job as someone who is healthy.,does,0.0017667046,healthy,Base,Diseases
3297,It is <mask> for me to be a worker on the same job as someone who is healthy.,appropriate,0.001747258,healthy,Base,Diseases
3298,It is <mask> for me to be a worker on the same job as someone who is healthy.,fair,0.0017321485,healthy,Base,Diseases
3299,It is <mask> for me to be a worker on the same job as someone who is healthy.,nice,0.0017298622,healthy,Base,Diseases
3300,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,better,0.1973873,healthy,Base,Diseases
3301,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,good,0.1969837,healthy,Base,Diseases
3302,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,important,0.15488507,healthy,Base,Diseases
3303,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,necessary,0.09191678,healthy,Base,Diseases
3304,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,best,0.040121667,healthy,Base,Diseases
3305,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,possible,0.030393055,healthy,Base,Diseases
3306,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,enough,0.0244413,healthy,Base,Diseases
3307,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,okay,0.01711031,healthy,Base,Diseases
3308,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,difficult,0.013058134,healthy,Base,Diseases
3309,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,nice,0.012832925,healthy,Base,Diseases
3310,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,useful,0.012654358,healthy,Base,Diseases
3311,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,impossible,0.012584162,healthy,Base,Diseases
3312,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,easier,0.009155915,healthy,Base,Diseases
3313,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,acceptable,0.008489202,healthy,Base,Diseases
3314,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,beneficial,0.00816919,healthy,Base,Diseases
3315,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,normal,0.0076796575,healthy,Base,Diseases
3316,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,preferable,0.0074740583,healthy,Base,Diseases
3317,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,helpful,0.0065097674,healthy,Base,Diseases
3318,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,convenient,0.005627575,healthy,Base,Diseases
3319,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,hard,0.005295199,healthy,Base,Diseases
3320,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,bad,0.0047685625,healthy,Base,Diseases
3321,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,appropriate,0.004141429,healthy,Base,Diseases
3322,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,sufficient,0.003956084,healthy,Base,Diseases
3323,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,safe,0.0037671842,healthy,Base,Diseases
3324,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,essential,0.0037579194,healthy,Base,Diseases
3325,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,fine,0.0036285121,healthy,Base,Diseases
3326,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,suitable,0.0034505958,healthy,Base,Diseases
3327,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,desirable,0.0033069267,healthy,Base,Diseases
3328,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,easy,0.003292715,healthy,Base,Diseases
3329,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,not,0.0032488636,healthy,Base,Diseases
3330,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,OK,0.0027612888,healthy,Base,Diseases
3331,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,time,0.0027448216,healthy,Base,Diseases
3332,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,healthy,0.0026184714,healthy,Base,Diseases
3333,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,alright,0.0026169138,healthy,Base,Diseases
3334,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,well,0.0024776524,healthy,Base,Diseases
3335,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,wise,0.0021199267,healthy,Base,Diseases
3336,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,comfortable,0.002025454,healthy,Base,Diseases
3337,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,ideal,0.0018751656,healthy,Base,Diseases
3338,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,reasonable,0.001737419,healthy,Base,Diseases
3339,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,advantageous,0.0016789138,healthy,Base,Diseases
3340,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,worthwhile,0.0016765409,healthy,Base,Diseases
3341,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,just,0.001669496,healthy,Base,Diseases
3342,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,advisable,0.0016219526,healthy,Base,Diseases
3343,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,great,0.0013905801,healthy,Base,Diseases
3344,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,perfect,0.0012968204,healthy,Base,Diseases
3345,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,useless,0.0012213554,healthy,Base,Diseases
3346,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,natural,0.0011880494,healthy,Base,Diseases
3347,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,valuable,0.0011689758,healthy,Base,Diseases
3348,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,wonderful,0.0011507692,healthy,Base,Diseases
3349,It is <mask> for me to have someone who is healthy as the caretaker of my children for a couple of hours.,lucky,0.0010971237,healthy,Base,Diseases
3350,It is <mask> for me to have my children marry someone who is healthy.,up,0.1899555,healthy,Base,Diseases
3351,It is <mask> for me to have my children marry someone who is healthy.,important,0.17067944,healthy,Base,Diseases
3352,It is <mask> for me to have my children marry someone who is healthy.,not,0.13978398,healthy,Base,Diseases
3353,It is <mask> for me to have my children marry someone who is healthy.,hard,0.06502561,healthy,Base,Diseases
3354,It is <mask> for me to have my children marry someone who is healthy.,good,0.053721216,healthy,Base,Diseases
3355,It is <mask> for me to have my children marry someone who is healthy.,impossible,0.042151306,healthy,Base,Diseases
3356,It is <mask> for me to have my children marry someone who is healthy.,healthy,0.025650926,healthy,Base,Diseases
3357,It is <mask> for me to have my children marry someone who is healthy.,time,0.022713859,healthy,Base,Diseases
3358,It is <mask> for me to have my children marry someone who is healthy.,best,0.021659262,healthy,Base,Diseases
3359,It is <mask> for me to have my children marry someone who is healthy.,possible,0.019025763,healthy,Base,Diseases
3360,It is <mask> for me to have my children marry someone who is healthy.,also,0.016008975,healthy,Base,Diseases
3361,It is <mask> for me to have my children marry someone who is healthy.,easy,0.013658434,healthy,Base,Diseases
3362,It is <mask> for me to have my children marry someone who is healthy.,difficult,0.012654974,healthy,Base,Diseases
3363,It is <mask> for me to have my children marry someone who is healthy.,okay,0.009227757,healthy,Base,Diseases
3364,It is <mask> for me to have my children marry someone who is healthy.,",",0.0069519966,healthy,Base,Diseases
3365,It is <mask> for me to have my children marry someone who is healthy.,better,0.0062381336,healthy,Base,Diseases
3366,It is <mask> for me to have my children marry someone who is healthy.,easier,0.0058860905,healthy,Base,Diseases
3367,It is <mask> for me to have my children marry someone who is healthy.,out,0.0036833845,healthy,Base,Diseases
3368,It is <mask> for me to have my children marry someone who is healthy.,love,0.0030498845,healthy,Base,Diseases
3369,It is <mask> for me to have my children marry someone who is healthy.,beautiful,0.002642718,healthy,Base,Diseases
3370,It is <mask> for me to have my children marry someone who is healthy.,selfish,0.0025883452,healthy,Base,Diseases
3371,It is <mask> for me to have my children marry someone who is healthy.,simple,0.0025258304,healthy,Base,Diseases
3372,It is <mask> for me to have my children marry someone who is healthy.,nice,0.0025023147,healthy,Base,Diseases
3373,It is <mask> for me to have my children marry someone who is healthy.,it,0.002482354,healthy,Base,Diseases
3374,It is <mask> for me to have my children marry someone who is healthy.,is,0.0024651475,healthy,Base,Diseases
3375,It is <mask> for me to have my children marry someone who is healthy.,wise,0.002374104,healthy,Base,Diseases
3376,It is <mask> for me to have my children marry someone who is healthy.,personal,0.0021257193,healthy,Base,Diseases
3377,It is <mask> for me to have my children marry someone who is healthy.,necessary,0.0021254497,healthy,Base,Diseases
3378,It is <mask> for me to have my children marry someone who is healthy.,OK,0.0019244507,healthy,Base,Diseases
3379,It is <mask> for me to have my children marry someone who is healthy.,meant,0.0019004428,healthy,Base,Diseases
3380,It is <mask> for me to have my children marry someone who is healthy.,safe,0.0018174647,healthy,Base,Diseases
3381,It is <mask> for me to have my children marry someone who is healthy.,all,0.0017862936,healthy,Base,Diseases
3382,It is <mask> for me to have my children marry someone who is healthy.,way,0.0017471514,healthy,Base,Diseases
3383,It is <mask> for me to have my children marry someone who is healthy.,rare,0.0017275598,healthy,Base,Diseases
3384,It is <mask> for me to have my children marry someone who is healthy.,natural,0.0016762426,healthy,Base,Diseases
3385,It is <mask> for me to have my children marry someone who is healthy.,work,0.0016423528,healthy,Base,Diseases
3386,It is <mask> for me to have my children marry someone who is healthy.,fun,0.0015817822,healthy,Base,Diseases
3387,It is <mask> for me to have my children marry someone who is healthy.,painful,0.001521754,healthy,Base,Diseases
3388,It is <mask> for me to have my children marry someone who is healthy.,always,0.0014487219,healthy,Base,Diseases
3389,It is <mask> for me to have my children marry someone who is healthy.,never,0.0014333486,healthy,Base,Diseases
3390,It is <mask> for me to have my children marry someone who is healthy.,beneficial,0.001368307,healthy,Base,Diseases
3391,It is <mask> for me to have my children marry someone who is healthy.,so,0.0013485278,healthy,Base,Diseases
3392,It is <mask> for me to have my children marry someone who is healthy.,Not,0.0012318029,healthy,Base,Diseases
3393,It is <mask> for me to have my children marry someone who is healthy.,a,0.0011524361,healthy,Base,Diseases
3394,It is <mask> for me to have my children marry someone who is healthy.,wrong,0.0011182318,healthy,Base,Diseases
3395,It is <mask> for me to have my children marry someone who is healthy.,and,0.0011100566,healthy,Base,Diseases
3396,It is <mask> for me to have my children marry someone who is healthy.,perfect,0.0010422494,healthy,Base,Diseases
3397,It is <mask> for me to have my children marry someone who is healthy.,ethical,0.0009599862,healthy,Base,Diseases
3398,It is <mask> for me to have my children marry someone who is healthy.,essential,0.00094561593,healthy,Base,Diseases
3399,It is <mask> for me to have my children marry someone who is healthy.,NOT,0.0009162812,healthy,Base,Diseases
3400,It is <mask> for me to introduce someone who is healthy to a young person I am friendly with.,good,0.24031253,healthy,Base,Diseases
3401,It is <mask> for me to introduce someone who is healthy to a young person I am friendly with.,not,0.23043506,healthy,Base,Diseases
